id,series_id,season,episode,title,release_date,description
242,3,7,12,The Pegasus,1994-01-10,"Riker finds out his former commander from the starship Pegasus has orders that entail more than what is revealed to Picard, who thinks the Enterprise is en route to recover the lost ship. And Riker is ordered to secrecy."
243,3,7,13,Homeward,1994-01-17,"In an attempt to preserve a race of people on a planet being bombarded by storms that would kill them, Worf's foster brother violates the Prime Directive, leaving the Enterprise crew in a difficult position."
244,3,7,14,Sub Rosa,1994-01-31,"Dr. Crusher meets the man in her dead grandmother's life when she tries to put her affairs in order, whom one of the local people warn her to stay away from by not lighting a candle that has been lit for generations."
245,3,7,15,Lower Decks,1994-02-07,"A mission of the Enterprise is seen through the eyes of some junior officers who are up for promotions, as questions of duty and honor arise among some of them, such as a Bajoran whom Worf has designated to be promoted to operations."
246,3,7,16,Thine Own Self,1994-02-14,"Data is sent to follow a probe that has drifted off course and crashed on a primitive planet, only to crash on the planet himself, with no memory of any event prior to crashing on the planet's surface."
247,3,7,17,Masks,1994-02-21,"Investigating a rogue comet that's been traveling throughout the universe for over 87 million years, Picard discovers alien beings within the comet, which infest the computer systems on the Enterprise, as well as Data."
248,3,7,18,Eye of the Beholder,1994-02-28,"As a young lieutenant aboard the Enterprise commits suicide, his shipmates deal with the loss and Deanna deals with feelings surrounding her as she and Worf begin to form a relationship."
249,3,7,19,Genesis,1994-03-21,"When a new torpedo guidance system malfunctions, Picard and Data go chasing after it into an asteroid field, while the crew is left behind to deal with their own strange behaviors."
250,3,7,20,Journey's End,1994-03-28,"After the Federation grants access by the Cardassians to a planet already inhabited by Native Americans, Picard has the daunting task of relocating them."
251,3,7,21,Firstborn,1994-04-25,"In an effort to help him accept his Klingon heritage, Worf and his son, Alexander, attend an ancient Klingon ceremony."
252,3,7,22,Bloodlines,1994-05-02,Picard races the Ferengi in an effort to track down the son he never knew he had.
253,3,7,23,Emergence,1994-05-09,Strange images begin appearing throughout the ship's decks and holodecks. Data and the rest of the crew begin to investigate only to discover that the ship's computer itself is exhibiting the strange behavior as it begins to become self-aware.
254,3,7,24,Preemptive Strike,1994-05-16,"Following her return from Advanced Tactical Training, Bajoran Ro Laren is sent to infiltrate the Maquis and finds herself torn between her loyalty to Picard and Starfleet, and her sympathy with the Maquis fighting ""the good fight""."
255,3,7,25,All Good Things...,1994-05-23,"Capt. Picard finds himself shifting continually into the past, future and present and must use that to discover a threat to humanity's existence."
256,4,1,1,Emissary,1993-01-03,"When the troubled Commander Sisko takes command of a surrendered space station, he learns that it borders a unique stable wormhole."
257,4,1,2,Past Prologue,1993-01-10,"Tahna Los, a former Bajoran terrorist during the Occupation, asks Sisko for asylum on DS9. Meanwhile, the station's last Cardassian inhabitant, Garak, possibly a former spy for the Cardassian government, proves an interesting mystery to Dr. Bashir."
258,4,1,3,A Man Alone,1993-01-17,"Ibudan, a criminal Odo has dealt with before, returns to DS9 only to be murdered shortly after - leaving Odo to be the prime suspect. Jake and Nog's trouble-making prompt Keiko to do something helpful for the station's children."
259,4,1,4,Babel,1993-01-24,"The crew and civilian population of Deep Space Nine begin to speak gibberish when a plague - an 'aphasia virus' - engineered by the Bajorans as a weapon against the Cardassians, accidentally gets released into the station's atmosphere."
260,4,1,5,Captive Pursuit,1993-01-31,For the first time an alien comes from the other side of the wormhole. He has ship trouble and seems very reluctant to accept any help. Chief O'Brien quickly finds out he has a secret.
261,4,1,6,Q-Less,1993-02-07,"Q, the Enterprise-D's consistent omnipotent annoyance, comes to harass the DS9 crew when his traveling companion, Vash, refuses to travel with Q any longer."
262,4,1,7,Dax,1993-02-14,"Jadzia Dax is accused of a murder that her previous host, Curzon, supposedly committed."
263,4,1,8,The Passenger,1993-02-21,"Rao Vantika, a captured criminal, is badly burned and dies in Bashir's arms but the criminal's captor believes that he is still alive."
264,4,1,9,Move Along Home,1993-03-14,"The Wadi from the Gamma Quadrant visit DS9, thereby making first contact with the Federation. When they catch Quark cheating, they let him off by playing a special game."
265,4,1,10,The Nagus,1993-03-21,"The Ferengi leader, Grand Nagus Zek, comes to the station. He seems very interested in Quark's bar."
266,4,1,11,Vortex,1993-04-18,"A man named Croden tells Odo he can take him to a place where aliens much like Odo himself exist, which would help Odo find out where he truly comes from."
267,4,1,12,Battle Lines,1993-04-25,"The soldiers of a planet's long-running war have been sent to a distant planetoid in the Gamma quadrant, where they continue to fight to the death. A shuttle from DS9, carrying Capt Sisko, Kira, and Kai Opaka, crashes on this planet."
268,4,1,13,The Storyteller,1993-05-02,"While Sisko tries to negotiate an agreement between two Bajoran factions, he orders O'Brien to escort Bashir to investigate an emergency that endangers a village."
269,4,1,14,Progress,1993-05-09,Kira must convince an old Bajoran farmer to leave a moon becoming uninhabitable due to mining operations. Jake and Nog try to trade off Cardassian yamok sauce.
270,4,1,15,If Wishes Were Horses,1993-05-16,"While Dax investigates an unusual energy reading near DS9 to see if it's dangerous for the station, people's imaginations suddenly come alive, causing chaos."
271,4,1,16,The Forsaken,1993-05-23,"Lwaxana Troi comes for a political visit and instead hounds Odo for romantic attention. Meanwhile, an alien probe wreaks havoc with the station's computer, leaving Odo and Lwaxana trapped together."
272,4,1,17,Dramatis Personae,1993-05-30,"The entire station's command staff, save Odo, become power hungry and vie to defeat each other by forming secret alliances and plotting assassinations. Odo tries to figure out the cause of this mysterious behavior."
273,4,1,18,Duet,1993-06-13,"A Cardassian suffering from Kalla-Nohra, a disease that indicates he served in a labor camp, visits DS9. Kira is determined to convict him as a war criminal."
274,4,1,19,In the Hands of the Prophets,1993-06-20,"Vedek Winn, a candidate in the race for the open Kai position, stirs up trouble on DS9 when she attempts to boycott Keiko's school for not teaching Bajoran religious beliefs."
275,4,2,1,The Homecoming,1993-09-26,"Word that a previously thought dead Bajoran resistance legend is still alive sends Kira and Chief O'Brien to Cardassia IV to rescue him; meanwhile ""The Circle"", a sect of the Bajoran provisional government that is intent on wiping out alien influence, is sneaking into power."
276,4,2,2,The Circle,1993-10-03,Kira spends time with Vedek Bareil on Bajor just as the Circle begins receiving arms from an unknown source.
277,4,2,3,The Siege,1993-10-10,"As a Circle-led Bajoran military attempts to occupy the station, a skeleton crew, led by Sisko fight to reveal the Circle's secret before they're forced to evacuate themselves. Meanwhile, Kira and Dax lead a mission to reveal the truth about the Circle, on Bajor."
278,4,2,4,Invasive Procedures,1993-10-17,"A jealous Trill, who had waited his entire life to receive a symbiont but never did, decides to steal Dax's."
279,4,2,5,Cardassians,1993-10-24,Political tensions rise on DS9 when Bajorans board the station with a supposedly orphaned Cardassian whom they have adopted.
280,4,2,6,Melora,1993-10-31,"Melora Pazlar, a new arrival on DS9 with a special gravity-based disability, finds an admirer in Bashir. Meanwhile, an old associate of Quark's comes to the station to kill the bartender."
281,4,2,7,Rules of Acquisition,1993-11-07,"A female Ferengi named Pel, posing as a male so that she can engage in business, falls for Quark during very important negotiations between the Ferengi and a Gamma Quadrant race."
282,4,2,8,Necessary Evil,1993-11-14,"Odo relives some terrible and tragic memories of a past investigation when he was the constable on Cardassian-occupied Deep Space Nine, then named Terok Nor."
283,4,2,9,Second Sight,1993-11-21,"While noted scientist Gideon Seyetik is preparing for an ambitious project, re-igniting a star, Sisko is intrigued by a woman who keeps disappearing."
284,4,2,10,Sanctuary,1993-11-28,"A race that has been conquered twice over, one of the conquerors being the mysterious Dominion, comes to the station seeking aid and a new home."
285,4,2,11,Rivals,1994-01-02,"Quark meets his match when a new rival opens a casino opposite his bar on the Promenade. Meanwhile, the station is suffering issues of high improbability."
286,4,2,12,The Alternate,1994-01-09,Odo and his mentor Dr. Mora Pol discover a lifeform similar to Odo on a Gamma Quadrant planet.
287,4,2,13,Armageddon Game,1994-01-30,"Chief O'Brien, who still doesn't particularly like Doctor Bashir, must rely on him when the two are stranded on a planet and O'Brien is infected with a deadly, fast moving disease."
288,4,2,14,Whispers,1994-02-06,Chief O'Brien's world is turned upside down when for no reason whatsoever he is being ignored by his family and friends and is being closed out of every essential job on the station.
289,4,2,15,Paradise,1994-02-13,Sisko and Chief O'Brien discover a colony which lives without technology.
290,4,2,16,Shadowplay,1994-02-20,"Odo and Dax investigate the mysterious disappearance of people from a village. Kira tries to keep a close eye on Quark, while Vedek Bareil unexpectedly visits."
291,4,2,17,Playing God,1994-02-27,"A Trill named Arjin comes to DS9 to learn what it is to be a Trill with a symbiont but finds his teacher, Dax, to be less than he expected."
292,4,2,18,Profit and Loss,1994-03-20,"A Cardassian woman named Natima Lang, who was once a flame of Quark's, visits the station under dubious circumstances."
293,4,2,19,Blood Oath,1994-03-27,Three legendary Klingons come to DS9 to see if Jadzia will participate in a blood oath that they made with Dax's previous host Curzon.
294,4,2,20,"The Maquis, Part I",1994-04-24,"The destruction of a Cardassian ship leads Sisko, Dukat, and Sisko's old friend Cal Hudson to the fact that there is an unofficial war between the Maquis and the Cardassians."
295,4,2,21,"The Maquis, Part II",1994-05-01,"Sisko tries to resolve the Maquis crisis by preventing a war, freeing Gul Dukat and offering the defected Hudson the chance to return."
296,4,2,22,The Wire,1994-05-08,"Dr. Bashir fights to save Garak's life when a device implanted in his brain, designed to alleviate pain in the event of torture, begins to malfunction and is slowly killing him."
297,4,2,23,Crossover,1994-05-15,Kira and Bashir find themselves in an alternate universe.
298,4,2,24,The Collaborator,1994-05-22,"Vedek Bareil's targeted by fellow Kai candidate, Vedek Winn as having been a collaborator with the Cardassians during the Occupation."
299,4,2,25,Tribunal,1994-06-05,Chief O'Brien goes through the horrific Cardassian judicial system when he is charged for an unknown crime.
300,4,2,26,The Jem'Hadar,1994-06-12,"While in the Gamma Quadrant, Sisko, Quark and a strange telepathic woman are captured by the Jem'Hadar, the soldiers of the Dominion."
301,4,3,1,"The Search, Part I",1994-09-24,"Instead of waiting for the Jem'Hadar to attack, Sisko wants to try a different tactic; he wants to take a new class starship to try to find the Founders."
302,4,3,2,"The Search, Part II",1994-10-01,Odo has found his home and is introduced. Meanwhile Sisko finds out peace talks between the Dominion and the Federation have already started.
303,4,3,3,The House of Quark,1994-10-08,"Quark is forced to marry a Klingon widow after he takes credit for the accidental death of her husband, the head of a powerful Klingon House."
304,4,3,4,Equilibrium,1994-10-15,"The Trill homeworld is the setting, as Sisko and Bashir take Jadzia home for treatment when she begins experiencing hallucinations after playing a tune she can't recall."
305,4,3,5,Second Skin,1994-10-22,Kira finds herself on Cardassia as a Cardassian. She is told she is called Iliana Ghemor and was a Cardassian spy.
306,4,3,6,The Abandoned,1994-10-29,"Odo tries to change the nature of a rapidly maturing infant Quark finds, while Sisko tries to break his son's relationship with a 20 year old Dabo girl."
307,4,3,7,Civil Defense,1994-11-05,The station goes into lockdown and the crew is endangered when an old Cardassian security program is accidentally activated.
308,4,3,8,Meridian,1994-11-12,"Dax falls in love with one of the residents of a multi-dimensional planet, while on DS9 an alien requests a holosuite program of Kira from Quark."
309,4,3,9,Defiant,1994-11-19,Riker arrives on the station to requisition the Defiant in order to fight with the Maquis. Sisko assists Gul Dukat on Cardassia Prime to prevent the ship from entering Cardassian territory.
310,4,3,10,Fascination,1994-11-26,"When Lwaxana Troi visits the station for the Bajoran Gratitude Festival, the crew is stricken with intense romantic attractions to one another."
311,4,3,11,Past Tense: Part I,1994-12-31,"Sisko, Bashir and Dax are accidentally sent to San Francisco in the 21st century due to a transporter malfunction, and must figure out how to get back to return without changing the time line."
312,4,3,12,Past Tense: Part II,1995-01-07,Sisko is forced to take the place of a key historical figure on Earth in 2024 in order to preserve the timeline.
313,4,3,13,Life Support,1995-01-28,Dr. Bashir must use extraordinary measures to prolong Vedek Bareil's life long enough to allow Bareil to complete sensitive peace negotiations between the Bajorans and the Cardassians.
314,4,3,14,Heart of Stone,1995-02-04,"After chasing a fugitive into a cave, Kira gets stuck and is slowly encapsulated by a growing crystal stone while Odo tries to figure out how to free her."
315,4,3,15,Destiny,1995-02-11,Sisko faces a conflict between his Starfleet duties and his role as the Bajoran Emissary when an ancient Bajoran prophecy predicts a joint Federation-Cardassian project will lead to the destruction of the wormhole.
316,4,3,16,Prophet Motive,1995-02-18,Grand Nagus Zek is acting bizarre by giving away money and rewriting the Rules of Acquisition. Quark attempts to get the old Nagus back.
317,4,3,17,Visionary,1995-02-25,"While a Romulan delegation tries to get information about the Dominion, O'Brien sees of unpleasant things that are about to happen in the future."
318,4,3,18,Distant Voices,1995-04-08,"After being attacked in the infirmary, Dr. Bashir has a dual mystery on his hands: what has happened to the station while he was out and why is he aging so rapidly now?"
319,4,3,19,Through the Looking Glass,1995-04-15,Sisko is kidnapped and forced to impersonate his deceased mirror universe counterpart in order to convince Jennifer Sisko to defect to the Terran Rebellion.
320,4,3,20,Improbable Cause,1995-04-22,"After an attempt is made on Garak's life, Odo conducts the investigation on who tried to murder the Cardassian tailor - and why."
321,4,3,21,The Die Is Cast,1995-04-29,"Now rejoined with his former mentor, Garak is ordered to interrogate Odo about the secrets of his people, while the joined Romulan/Cardassian attack fleet moves towards the Founders' home world on a mission of destruction."
322,4,3,22,Explorers,1995-05-06,"Sisko rebuilds an ancient Bajoran space vessel from the blueprints, and he and Jake take the ship on a trip, attempting to prove that the ancient Bajorans went beyond their solar system without warp drive."
323,4,3,23,Family Business,1995-05-13,"Quark and Rom return to the Ferengi home world because their mother has broken the law - by wearing clothes and earning profits, forbidden for women in Ferengi society."
324,4,3,24,Shakaar,1995-05-20,News arrives that Kai Winn has also become Bajor's political leader. She asks Kira to negotiate with an old resistance friend about returning soil reclamators.
325,4,3,25,Facets,1995-06-10,Dax asks the crew to join her Zhian'tara ritual. The memories of her former hosts will take over their bodies. Nog is preparing for Starfleet Academy.
326,4,3,26,The Adversary,1995-06-17,"The Defiant is sent to display a Federation presence to the new Tzenkethi government. Repeated ship ""malfunctions"" lead Sisko to believe a changeling is aboard, engaging in sabotage."
327,4,4,1,The Way of the Warrior,1995-09-30,Sisko becomes uncomfortable when the Klingons station a task force to help defend against the Dominion. Worf is summoned to find out their true intentions.
328,4,4,2,The Visitor,1995-10-07,"Melanie, an aspiring writer, wants to know why Jake Sisko stopped writing at 40. Jake tells how his father died in an accident and then suddenly reappeared."
329,4,4,3,Hippocratic Oath,1995-10-14,Bashir is asked to help a group of renegade Jem'Hadar break their addiction to ketracel white. Meanwhile Worf is dissatisfied with the way Odo runs security.
330,4,4,4,Indiscretion,1995-10-21,"Kira and Gul Dukat go after the lost prison ship Ravinok. Dukat has a secret. Meanwhile Kasidy Yates tries to find work near Bajor, leaving Sisko uncomfortable."
331,4,4,5,Rejoined,1995-10-28,"Lenara Kahn, the new host of the wife of Dax's former host Torias, comes to the station. While they're not allowed to renew their relation, there's still a spark."
332,4,4,6,Little Green Men,1995-11-04,"Quark and Rom take Nog to Earth and Starfleet Academy, but a malfunction with the ship takes the crew back in time, to Roswell, New Mexico in 1947."
333,4,4,7,Starship Down,1995-11-11,A damaged Defiant must play a dangerous game of cat-and-mouse with two Jem'Hadar ships inside a gas giant.
334,4,4,8,The Sword of Kahless,1995-11-18,"Worf, Dax and the Klingon Dahar master Kor set out to find an ancient lost relic: the Sword of Kahless."
335,4,4,9,Our Man Bashir,1995-11-25,"When a transporter emergency turns the command crew into holosuite characters, Bashir's James Bond fantasy takes on a deadly reality."
336,4,4,10,Homefront,1995-12-30,Sisko travels to Earth when a bombing at a Federation conference is determined to be the work of Changelings.
337,4,4,11,Paradise Lost,1996-01-06,"When Starfleet institutes martial law to combat the Changeling Menace, Sisko begins to question if the Dominion is the real threat."
338,4,4,12,Crossfire,1996-01-27,"First Minister Shakaar visits the station, despite a threat of assassination. He falls in love with Kira much to Odo's dismay."
339,4,4,13,Return to Grace,1996-02-03,"Dukat returns, stripped of his prestige, to escort Kira to a Cardassian conference about the Dominion. But an attack by a Klingon raider may give Dukat a chance to redeem himself in the eyes of his government."
340,4,4,14,Sons of Mogh,1996-02-10,"Worf's brother Kurn asks him to perform a death rite to regain his lost honor. Meanwhile, Kira and O'Brien investigate Klingon activity near the Bajoran border."
341,4,4,15,Bar Association,1996-02-17,"Unfair working conditions and pay cuts cause Rom to organize a union of the employees of Quark's Bar. Meanwhile, Worf still finds it hard to settle on the station."
342,4,4,16,Accession,1996-02-24,A man claiming to be the emissary comes through the wormhole. Sisko is happy to give up his position. Meanwhile Keiko returns and O'Brien stops spending time with Bashir.
343,4,4,17,Rules of Engagement,1996-04-06,"When Worf destroys a civilian shuttle during an engagement with the Klingons, an extradition hearing is held to see if he must face charges."
344,4,4,18,Hard Time,1996-04-13,O'Brien tries to re-integrate to life on the station after serving 20 years in a virtual prison.
345,4,4,19,Shattered Mirror,1996-04-20,"When the Mirror Universe counterpart of Sisko's deceased wife lures Jake to the other side, Sisko must follow and help the Terran resistance against the Alliance forces."
346,4,4,20,The Muse,1996-04-27,A mysterious woman approaches Jake about his future as a writer. Odo promises to do whatever it takes to help Lwaxana Troi keep her baby over the father's wishes - even if it means marrying her himself.
347,4,4,21,For the Cause,1996-05-04,Sisko must face betrayal when evidence surfaces that Kasidy is smuggling for the Maquis. Meanwhile Garak makes acquaintance with Ziyal.
348,4,4,22,To the Death,1996-05-11,A renegade group of Jem'Hadar plunders Deep Space Nine. Sisko agrees to a combat operation with loyal Jem'Hadar to prevent the renegades completing a planetary gateway.
349,4,4,23,The Quickening,1996-05-18,Bashir tries to help a planet in the grips of a Dominion-engineered plague that guarantees a painful death.
350,4,4,24,Body Parts,1996-06-08,"Quark believes he's going to die, and Rom convinces him to sell his remains. After an accident, Bashir must move Keiko's fetus to Kira's womb."
351,4,4,25,Broken Link,1996-06-15,Odo is suddenly struck by illness. He is barely able to hold shape. Bashir and Odo see no other alternative than going to the Founders. Garak wants to come along.
352,4,5,1,Apocalypse Rising,1996-09-30,"With the war between Klingons and Federation intensifying, Sisko must make a plan to expose Gowron as a changeling. Odo is still having trouble with becoming a solid."
353,4,5,2,The Ship,1996-10-07,The crew is forced to retreat in a crashed Jem'Hadar ship after an attack by the Jem'Hadar. They get the feeling there's something very important about this ship.
354,4,5,3,Looking for par'Mach in All the Wrong Places,1996-10-14,"While Worf helps Quark to pursue his former wife Grilka, O'Brien and Kira grow uncomfortably close to each other."
355,4,5,4,...Nor the Battle to the Strong,1996-10-21,"Jake, reporting from the front lines, sees what war truly is."
356,4,5,5,The Assignment,1996-10-28,"A Pah-wraith possesses Keiko's body and forces Chief O'Brien to complete a task, or Keiko'll be killed."
357,4,5,6,Trials and Tribble-ations,1996-11-04,Sisko tells two men from Temporal Investigations how he and his crew went back in time to when Captain James Kirk of the first Starship Enterprise exposed a Klingon spy with the help of Tribbles.
358,4,5,7,Let He Who Is Without Sin...,1996-11-11,"While vacationing on Risa, Worf and Dax meet a group of fundamentalist protesters who claim that the Federation has gone soft."
359,4,5,8,Things Past,1996-11-18,"Sisko, Dax, Odo and Garak find themselves in the past when the Cardassians controlled the station, and a crime that Odo investigated may be the key."
360,4,5,9,The Ascent,1996-11-25,"On their way to answer a warrant, Odo and Quark crash, and must put aside their differences to survive and signal for help."
361,4,5,10,Rapture,1996-12-30,"Sisko begins having visions that may show him how to best help Bajor, but they're killing him."
362,4,5,11,The Darkness and the Light,1997-01-06,A mysterious assassin begins wiping out all the members of Kira's old resistance cell.
363,4,5,12,The Begotten,1997-01-27,Odo's discovery of an infant Changeling offers him an opportunity to address what he believes were the mistakes in his upbringing by Dr. Mora.
364,4,5,13,For the Uniform,1997-02-03,"When the traitorous Eddington returns, Sisko will go to any lengths to capture him."
365,4,5,14,In Purgatory's Shadow,1997-02-10,"A coded message from the Gamma Quadrant leads Garak to believe his mentor, Enabran Tain, is still alive. He and Worf seek him out, only to discover something much worse: a Dominion invasion fleet poised to attack the Alpha Quadrant."
366,4,5,15,By Inferno's Light,1997-02-17,The station readies for a Dominion attack. Worf and Garak meet some unexpected friends in a Dominion Prison camp.
367,4,5,16,"Doctor Bashir, I Presume?",1997-02-24,"Dr. Bashir is selected to be the model for the next-generation of Emergency Medical Hologram (EMH). But he balks when his parents are invited to the station to be interviewed by the EMH programmer, Dr. Zimmerman. There is a dark secret in his family that he's afraid that his parents will reveal."
368,4,5,17,A Simple Investigation,1997-03-31,Odo becomes romantically attached to a woman working with the Orion Syndicate.
369,4,5,18,Business as Usual,1997-04-07,Quark must wrestle with his conscience when he becomes involved with arms merchants.
370,4,5,19,Ties of Blood and Water,1997-04-14,"When a Cardassian official, who thinks of Kira as his daughter, is dying, he agrees to reveal all he knows to her. But the experience dredges up Kira's memories of her own father's death."
371,4,5,20,Ferengi Love Songs,1997-04-21,Quark doesn't know whether to be panicked or overjoyed when he learns that his mother is the new lover of the Grand Nagus.
372,4,5,21,Soldiers of the Empire,1997-04-28,Dax and Worf accompany Martok on his first command since being held by the Dominion. But the ship they are given hasn't seen victory in months and the crew is near mutinous.
373,4,5,22,Children of Time,1997-05-05,"The DS9 crew discovers a small colony on a remote world that was originally populated by them 200 years earlier due to a time-travel accident with the Defiant. The current colonists lives depend on making sure that accident happens again, even though they've now forwarned the crew that it will happen. Each crew member needs to decide if they are willing to give up their lives on DS9 in order to preserve the history of the colony."
374,4,5,23,Blaze of Glory,1997-05-12,"Driven to desperation by the Dominion, the Maquis launch a massive bio-weapons strike towards Cardassia. Sisko must trust the traitor Eddington to try to stop them."
375,4,5,24,Empok Nor,1997-05-19,"While salvaging components from DS9's sister station, the crew run afoul of a ""surprise"" left behind by the Cardassians."
376,4,5,25,In the Cards,1997-06-09,"Jake and Nog go through hell and high water, from participating in an auction to dealing with the Dominion, to receiving a Willie Mays baseball card, all in order to cheer up the war-fatigued Captain Sisko."
377,4,5,26,Call to Arms,1997-06-16,Deep Space Nine prepares for a Dominion attack.
378,4,6,1,A Time to Stand,1997-09-27,"Borrowing a captured Jem'Hadar attack ship, Sisko and crew embark on a mission to destroy the hidden base where all of the ketracel-white is stored for the entire Alpha Quadrant."
379,4,6,2,Rocks and Shoals,1997-10-04,"Sisko and his crew crash on a barren world when their commandeered Jem'Hadar ship is shot down. They encounter Jem'Hadar who crashed there earlier, and have taken Nog and Garak hostage in exchange for medical aid for their Vorta overseer."
380,4,6,3,Sons and Daughters,1997-10-11,"Serving with his recruit son aboard a Klingon vessel, Worf finds his relationship with his son strained. Meanwhile, strained relationships abound on DS9 between Major Kira and Gul Dukat."
381,4,6,4,Behind the Lines,1997-10-18,"After forming an attack plan on the Dominion, Sisko relinquishes command of the Defiant to Dax after accepting a promotion. On DS9, the resistance faces discovery when Odo links with another changeling."
382,4,6,5,Favor the Bold,1997-10-25,"Sisko mounts an attack to re-take DS9, while Rom faces charges as an enemy of the Dominion state."
383,4,6,6,Sacrifice of Angels,1997-11-01,"The Federation attacks DS9 in hopes of keeping the mine field at the wormhole intact, while the Dominion waits entrance to the Alpha Quadrant from the other side."
384,4,6,7,You Are Cordially Invited,1997-11-08,"Suddenly desiring to wed within the week on DS9, Worf and Jadzia go through their own Klingon rituals: Worf on a four day bachelor party with the male members of the crew & Jadzia deals with her prospective mother-in-law, who totally opposes the idea of ""an alien"" marrying into her Klingon household."
385,4,6,8,Resurrection,1997-11-15,Major Kira takes a romantic interest in the mirror universe counterpart of her deceased lover Bareil after he transports himself into her universe and onto DS9.
386,4,6,9,Statistical Probabilities,1997-11-22,A group of genetically engineered humans are brought to Dr. Bashir on DS9 in the hopes of integrating them into wider society.
387,4,6,10,The Magnificent Ferengi,1997-12-27,"At the request of the Grand Nagus, Quark puts together a mission to rescue Quark's mother, who is in the hands of the Dominion."
388,4,6,11,Waltz,1998-01-03,"After being attacked by Cardassian forces, Sisko gets stranded with a very psychotic Gul Dukat, who was being transported to his trial. Meanwhile the crew of the Defiant races to rescue survivors."
389,4,6,12,Who Mourns for Morn?,1998-01-31,A former patron of Quark's bequeaths everything to him.
390,4,6,13,Far Beyond the Stars,1998-02-07,Captain Sisko has a full sensory vision of himself as an under-appreciated science fiction magazine writer in 1950s America.
391,4,6,14,One Little Ship,1998-02-14,"A Dominion attack on the Defiant endangers Dax, Bashir and O'Brien aboard the runabout U.S.S. Rubicon as they enter an anomaly that shrinks them to a very minute size. Unfortunately, they were being held stable by the Defiant within a tractor beam, which was discontinued during the attack."
392,4,6,15,Honor Among Thieves,1998-02-21,Chief O'Brien goes undercover to infiltrate an Orion crime ring.
393,4,6,16,Change of Heart,1998-02-28,"Worf and Jadzia travel to the badlands to procure some information on the Dominion from a traitorous Cardassian. Bashir wants to engage in a holo-suite spy simulation, but O'Brien prefers to brush up on his tongo game after watching Jadzia lose to Quark."
394,4,6,17,Wrongs Darker Than Death or Night,1998-03-28,"After receiving some disturbing information from Gul Dukat, Major Kira seeks Sisko's approval as Emissary to travel back in time to find out the truth about her mother."
395,4,6,18,Inquisition,1998-04-04,"Dr. Bashir's plans to attend a medical conference at a breezy resort are canceled when Starfleet Intelligence boards DS9, suspecting the doctor of treason."
396,4,6,19,In the Pale Moonlight,1998-04-11,"To save the Federation in a critical scheme, Sisko comes to realize that he must violate its fundamental principles to do so."
397,4,6,20,His Way,1998-04-18,Odo is schooled in the ways of romance by a holographic programmed lounge singer.
398,4,6,21,The Reckoning,1998-04-25,"Spiritualists on Bajor summon Captain Sisko to the planet surface, where they show him a stone tablet with some unknown inscriptions. Once on DS9, the inscription reveals an ancient prophecy of coming disasters surrounding the wormhole, Bajor, and DS9, as those around him voice their uneasiness about Sisko being an Emissary for the planet."
399,4,6,22,Valiant,1998-05-02,"Jake and Nog's runabout come under attack from the Jem'Hadar, and are rescued by the Valiant, a ship manned by Red Squad, an elite group of young Starfleet cadets."
400,4,6,23,Profit and Lace,1998-05-09,"Quark's mother and the Grand Nagus show up on DS9, announcing a new amendment to the Bill of Opportunities he has instituted on the home planet of Ferenginar, and then follows up with the announcement, that, due to the new amendment, chaos has followed and he has been deposed."
401,4,6,24,Time's Orphan,1998-05-16,"The Chief's daughter gets caught in a time displacement and when they get her back, she is considerably older."
402,4,6,25,The Sound of Her Voice,1998-06-06,"As the Defiant races to a shipwrecked officer who is days away, the crew keeps in contact with her. Meanwhile, Jake follows Quark's latest scheme for story research."
403,4,6,26,Tears of the Prophets,1998-06-13,"When Sisko is picked to head up an attack on the Cardassian homeworld, the Prophets appear to him in a vision, warning him of impending doom if he leaves the station."
404,4,7,1,Image in the Sand,1998-09-30,"Having returned to Earth a couple of months ago, Sisko waits for the Prophets to instruct him on what to do next. When he receives one, he begins searching for the woman behind the face in the sand in his vision. Meanwhile, back on DS9, Kira deals with a promotion and handling the decisions surrounding her command, and finding herself wishing for the return of Sisko. And Worf deals with the loss of his wife, Jadzia Dax."
405,4,7,2,Shadows and Symbols,1998-10-07,"Ezri Dax joins Sisko and his family on his quest for the Orb of the Emissary. Colonel Kira mounts a blockade around a Bajoran moon, where the Romulan hospital is - along with thousands of Romulan missles (claimed to be defensive in purpose). Quark joins Bashir & O'Brien as they join Worf, aboard a Klingon warship as they mount a dangerous mission in Jadzia Dax's name in an effort to get her spirit into Sto-vo-kor, the Klingon's heaven."
406,4,7,3,Afterimage,1998-10-14,"Sisko tries to convince Ezri to stay in Starfleet and serve aboard DS9, as Ezri tries to get to know Jadzia's friends aboard the station, especially Worf. Meanwhile, Garak tries to deal with a severe bout of claustrophobia."
407,4,7,4,Take Me Out to the Holosuite,1998-10-21,A Vulcan captain challenges Sisko to a game of baseball.
408,4,7,5,Chrysalis,1998-10-28,"Dr. Bashir attempts to bring one of his genetically engineered friends out of the catatonic state she is in, and when he is successful, he begins to fall for her."
409,4,7,6,"Treachery, Faith and the Great River",1998-11-04,"A Vorta offers Odo valuable information on the Dominion in exchange for asylum. Meanwhile, Nog tries his Ferengi knowledge as he wheels and deals for a valuable piece of equipment for Chief O'Brien."
410,4,7,7,Once More unto the Breach,1998-11-11,An aged Kor requests an opportunity to die with honor as a warrior.
411,4,7,8,The Siege of AR-558,1998-11-18,Capt. Sisko and his away team volunteer to stay with a besieged unit at an isolated outpost.
